title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
The Iron Mask,MOVIE,"King Louis XIII of France is thrilled to have born to him a son - an heir to the throne. But when the queen delivers a twin, Cardinal Richelieu sees the second son as a potential for revolution, and has him sent off to Spain to be raised in secret to ensure a peaceful future for France. Alas, keeping the secret means sending Constance, lover of D'Artagnan, off to a convent. D'Artagnan hears of this and rallies the Musketeers in a bid to rescue her. Unfortunately, Richelieu out-smarts the Musketeers and banishes them forever.",1929,103,"['action', 'drama', 'history', 'romance']",7.0,2.273,Paramount
The Black Pirate,MOVIE,"A nobleman vows to avenge the death of his father at the hands of pirates. To this end he infiltrates the pirate band. Acting in character he is instrumental in the capture of a ship, but things are complicated when he finds that there is a young woman on board whom he wishes to protect from the threat of rape.",1926,94,"['drama', 'action']",7.1,4.019,Paramount
Jigsaw,MOVIE,New York Assistant District Attorney Howard Malloy is working hard on investigation about a series of murders related to an extremist group.,1949,70,"['thriller', 'crime', 'drama']",5.6,2.055,Paramount
Spooks Run Wild,MOVIE,A group of delinquents on their way to summer camp get stuck in a haunted house.,1941,65,"['horror', 'comedy']",5.4,1.515,Paramount
"Swing High, Swing Low",MOVIE,"In Panama, Maggie King meets soldier Skid Johnson on his last day in the army and reluctantly agrees to a date to celebrate. The two become involved in a nightclub brawl which causes Maggie to miss her ship back to the States. Now stranded, she's forced to move in with Skid and his pal Harry. She soon falls in love with Skid. Skid gets a job playing the trumpet at a local club and becomes a big success. Fame and fortune go to his head which eventually destroys his relationship Maggie and his career.",1937,92,"['drama', 'music', 'romance', 'comedy']",6.2,2.363,Paramount
Maniac,MOVIE,An ex-vaudeville actor is working as the assistant to a doctor who has Frankenstein aspirations. The ex-vaudeville actor kills the doctor and decides to assume the identity of the dead physician.,1934,51,"['horror', 'scifi']",3.7,3.3,Paramount
Scared to Death,MOVIE,"A woman is married to the son of a doctor, the proprietor of a private sanatorium, where she is under unwilling treatment. Both the son and the doctor indicate they want the marriage dissolved. Arriving at the scene is a mysterious personage identified as the doctor's brother who formerly was a stage magician in Europe. He is accompanied by a threatening dwarf...",1947,65,"['thriller', 'horror']",4.0,1.372,Paramount
Glorifying the American Girl,MOVIE,"A young woman, who wants to be in the Follies, is making ends meet by working at a department store's sheet music department, where she sings the latest hits. She is accompanied on piano by her childhood boyfriend, who is in love with her, despite her single-minded interest in her career. When a vaudeville performer asks her to join him as his new partner, she sees it as an opportunity to make her dream come true. Upon arriving in New York City, our heroine finds out that her new partner is only interested in sleeping with her and makes this a condition of making her a star. Soon, however, she is discovered by a representative of Ziegfeld.",1929,95,"['music', 'comedy', 'drama']",5.8,2.303,Paramount
Lady of Burlesque,MOVIE,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",1943,91,"['romance', 'comedy', 'music']",6.3,3.87,Paramount
Tarzan the Fearless,MOVIE,"Mary Brooks' father, who has been studying ancient tribes, falls into the hands of ""the people of Zar, god of the Emerald Fingers."" Tarzan helps Mary locate her father, rescues everyone from the High Priest of Zar, and takes Mary to his cave.",1933,228,"['action', 'romance', 'family']",4.9,1.795,Paramount
The Gorilla,MOVIE,"When an escaped circus gorilla appears to have gone on a murderous rampage, a threatened attorney calls on the detective trio of Garrity, Harrigan and Mullivan to act as bodyguards.  In short order, we discover that there is more to the attorney than meets the eye, and the ape may be innocent after all.  When a pretty young heiress faces peril, it's up to our heroic trio to save the day.",1939,68,"['thriller', 'comedy', 'horror']",4.8,2.64,Paramount
Gung Ho!,MOVIE,"A true-life epic that revolves around an exclusive bataillon of the U.S. Marine Corps during World War II, ""Carlson's Raiders,"" whose assignment is to take control of a South Pacific island once possessed by the United States but now under Japanese command.",1943,88,"['drama', 'war', 'history']",6.0,3.528,Paramount
Hop-a-long Cassidy,MOVIE,"An evil ranch foreman tries to provoke a range war by playing two cattlemen against each other while helping a gang to rustle the cattle. Each cattleman blames the other for missing cattle. With the help of Bill Cassidy (Hop-along, because of an earlier bullet wound) and Johnny Nelson, the warring cattlemen join forces to do in the outlaws.",1935,60,"['western', 'action', 'drama']",6.8,0.621,Paramount
Three Came Home,MOVIE,"Borneo, 1941, during World War II. When the Japanese occupy the island, American writer Agnes Newton Keith is separated from her husband and imprisoned with her son in a prison camp run by the enigmatic Colonel Suga.",1950,106,"['drama', 'war']",7.3,2.421,Paramount
The Monster Maker,MOVIE,"Mad scientist injects his enemies with acromegaly virus, causing them to become hideously deformed.",1944,62,"['horror', 'scifi']",4.8,1.445,Paramount
Yellowstone,MOVIE,Murder mystery set in Yellowstone National Park.,1936,63,"['drama', 'crime', 'romance', 'action']",5.3,2.729,Paramount
Blue Steel,MOVIE,"When Sheriff Jake sees a man at the safe and then finds the payroll gone, he trails him. Just as he is about to arrest him, the man saves his life. Still suspicious, he joins up with the man and later they learn that Melgrove, the towns leading citizen, is trying to take over the area's ranches by having his gang stop all incoming supply wagons. With the ranchers about to sell to Melgrove, the two newcomers say they will bring in provisions.",1934,59,"['western', 'drama', 'action']",5.3,4.457,Paramount
Nancy Drew... Reporter,MOVIE,"While participating in a contest at a local newspaper in which school children are asked to submit a news story, local attorney Carson Drew's daughter Nancy intercepts a real story assignment. She ""covers"" the inquest of the death of a woman who was poisoned. Nancy doesn't think the young woman accused of the crime is guilty and corrals her neighbor Ted into searching for a vital piece of evidence and stumbles onto the identity of the real killer.",1939,68,"['comedy', 'crime', 'family']",6.6,3.304,Paramount
One Body Too Many,MOVIE,"An insurance salesman, Albert Tuttle, is hired as a body guard for a millionaire.",1944,75,"['thriller', 'comedy', 'horror']",5.3,1.386,Paramount
Sparrows,MOVIE,"Molly, the eldest child of a group of orphans being used as slaves on a farm hidden deep in a swamp, must rescue the others when their cruel master decides that one of them will be disposed of.",1926,84,['drama'],7.4,2.143,Paramount
Hollow Triumph,MOVIE,"Pursued by the big-time gambler he robbed, John Muller assumes a new identity—with unfortunate results.",1950,90,"['thriller', 'crime', 'drama']",6.7,3.899,Paramount
Dishonored Lady,MOVIE,"Art editor Madeleine Damian carries on numerous loveless affairs. After a failed relationship with advertiser Felix Courtland, the increasingly depressed Madeleine attempts suicide. When Jack Garet, her secretary and former lover, tries to blackmail her, Madeleine resigns and seeks a reclusive life. Neighbor David Cousins befriends Madeleine, but soon Courtland and Garet discover her whereabouts and disrupt her new life.",1947,85,"['drama', 'crime']",6.4,1.995,Paramount
The Second Woman,MOVIE,"In flashback from a 'Rebecca'-style beginning: Ellen Foster, visiting her aunt on the California coast, meets neighbor Jeff Cohalan and his ultramodern clifftop house. Ellen is strongly attracted to Jeff, who's being plagued by unexplainable accidents, major and minor. Bad luck, persecution...or paranoia? Warned that Jeff could be dangerous, Ellen fears that he's in danger, as the menacing atmosphere darkens.",1950,91,"['drama', 'romance']",6.3,3.21,Paramount
Quicksand,MOVIE,"Young auto mechanic Dan Brady takes $20 from a cash register at work to go on a date with blonde femme fatale Vera Novak. Brady intends to put the money back before it is missed, but the garage's bookkeeper shows up earlier than scheduled. As Brady scrambles to cover evidence of his petty theft, he fast finds himself drawn into an ever worsening ""quicksand"" of crime.",1950,79,"['romance', 'drama', 'crime']",6.6,3.571,Paramount
They Made Me a Criminal,MOVIE,"A boxer flees, believing he has committed a murder while he was drunk.",1939,92,"['drama', 'crime', 'sport']",6.8,3.074,Paramount
Midnight,MOVIE,"Jury foreman Edward Weldon's questioning leads to the death sentence for Ethel Saxon. His daughter Stella claims to have killed her lover, the gangster Garboni, just as Saxon was to sit in the electric chair.",1934,76,"['crime', 'drama', 'romance']",5.5,2.994,Paramount
Suicide Squad,MOVIE,"Larry Baker is a young fireman whose daring exploits have led him to receiving a lot of newspaper publicity which goes to his head. His sweetheart, Mary O'Connor, and fire-department friends begin to shun him as they think he is just a publicity hound. But a daring rescue of Mary and her younger brother, Mickey, from a blazing inferno shows him to be more than just a publicity-chaser and, now, a real hero to all.",1935,56,"['romance', 'action', 'drama']",4.2,1.469,Paramount
Stage Door Canteen,MOVIE,"A young soldier on a pass in New York City visits the famed Stage Door Canteen, where famous stars of the theater and films appear and host a recreational center for servicemen during the war. The soldier meets a pretty young hostess and they enjoy the many entertainers and a growing romance",1943,132,"['comedy', 'war', 'romance']",6.3,3.045,Paramount
The Corpse Vanishes,MOVIE,"A scientist keeps his wife young by killing, stealing the bodies of, and taking the gland fluid from virgin brides. He's aided by an old hag, her two sons - a brutish moron, and a malicious dwarf - in his twisted crimes.  A woman reporter, investigating the mystery of the vanishing brides' bodies, accesses his home and discovers the horrid secrets held by the cavernous basement of his house.",1942,64,"['scifi', 'horror']",4.5,4.166,Paramount
